title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Go-Go Boys: The Inside Story of Cannon Films",movie,Documentary,2014,tt3571904,6.5,620,JP
"Shallow Hal",movie,"Comedy, Drama, Fantasy",2001,tt0256380,6,147591,US
"光の音色 -THE BACK HORN Film-",movie,Documentary,2014,,,,JP
"The Sex Machine",movie,"Comedy, Sci-Fi",1975,tt0072819,6,254,JP
Coco,movie,"Adventure, Animation, Drama",2017,tt2380307,8.4,622077,US
"Raichi Hikari kurabu",movie,"Comedy, Horror, Thriller",2015,tt4934886,5.3,173,JP
"Delivery from Earth",movie,"Sci-Fi, Short",2014,tt4396720,7.8,6,US
"Abunai deka forever the movie",movie,Action,1998,tt1564995,4.8,23,JP
"Uso happyaku",movie,"Comedy, Crime",2018,tt7268388,6.2,189,JP
"SUPER Horrifying Story 2",movie,Horror,2017,tt9271848,,,JP
"Fukushima 50",movie,"Action, Drama, Thriller",2020,tt9318772,6.1,3495,JP
"Love X Doc",movie,"Comedy, Romance",2018,tt6751670,4.6,25,JP
"Nani wa naku tomo zen'in shûgô!!",movie,Comedy,1967,tt0318483,4.9,14,JP
Jallikattu,movie,"Action, Crime, Thriller",2019,tt8721556,7.3,9209,JP
"The Secret Mission",movie,"Comedy, Drama, History",2019,tt9602258,6.9,694,JP
"Adopt a Highway",movie,Drama,2019,tt8970448,6.3,4922,US
"Koko-di Koko-da",movie,"Drama, Fantasy, Horror",2019,tt9355200,5.8,2868,JP
"Country Christmas Album",movie,"Drama, Family, Romance",2018,tt9296692,5.7,587,US
"What's Up Connection",movie,"Comedy, Drama",1990,tt12816922,6.6,51,JP
Jawline,movie,Documentary,2019,tt8499102,6.1,581,US
"South to the Horizon",movie,"Action, Drama",1986,tt0434191,6.1,12,JP
"Hail Satan?",movie,Documentary,2019,tt9358044,7.3,8113,US
"A Snow White Christmas",movie,"Comedy, Drama, Family",2018,tt9274824,4.9,817,US
"Lupinranger vs. Patranger vs. Kyuranger",movie,"Action, Fantasy, Sci-Fi",2019,tt9332122,7.7,51,JP
"Ask Dr. Ruth",movie,"Biography, Documentary",2019,tt9353586,7.7,1138,US
"The United States vs. Billie Holiday",movie,"Biography, Drama, Music",2021,tt8521718,6.3,15084,US
Gangoose,movie,"Action, Crime, Drama",2018,tt8579238,4.8,38,JP
"Toni Morrison: The Pieces I Am",movie,Documentary,2019,tt9358206,7.7,948,US
Untouchable,movie,"Biography, Crime, Documentary",2019,tt9358228,6.7,3263,US
"12 Suicidal Teens",movie,"Drama, Mystery, Thriller",2019,tt9214844,5.8,1150,JP
"Re: Zero kara Hajimeru Isekai Seikatsu: Hyouketsu no Kizuna",movie,"Adventure, Animation, Drama",2019,tt11285348,6.9,692,JP
"Rice and Boobs",movie,Drama,2011,tt9385434,6.3,70,JP
Melancholic,movie,"Comedy, Crime, Drama",2018,tt9155928,6.5,425,JP
Pooka!,movie,"Drama, Fantasy, Horror",2018,tt8870814,5.4,3038,US
"New Year, New You",movie,"Drama, Fantasy, Horror",2018,tt8870816,5.6,2511,US
"Un ga yoke rya",movie,"Action, Crime",1966,tt0410824,6.4,34,JP
Diner,movie,Crime,2019,tt9729206,5.9,514,JP
"No Longer Human",movie,"Biography, Drama, Thriller",2019,tt10065976,5.9,641,JP
Greed,movie,"Comedy, Drama",2019,tt8972256,5.8,8614,JP
"Ready or Not",movie,"Action, Comedy, Horror",2019,tt7798634,6.9,197510,US
"The Battle of Jangsari",movie,"Action, Drama, War",2019,tt9018916,6.2,1934,JP
"Extreme Job",movie,"Action, Comedy, Crime",2019,tt9541602,7,13624,JP
"The Roads Not Taken",movie,Drama,2020,tt9411866,5.2,2987,JP
"Rupan sansei: Rupan wa imamo moeteiruka?",movie,"Adventure, Animation, Comedy",2018,tt7775410,6.8,84,JP
"Monooki no piano",movie,Drama,2014,tt3504412,5.1,9,JP
"Weathering with You",movie,"Animation, Drama, Fantasy",2019,tt9426210,7.5,59530,JP
Ten,movie,,2017,,,,JP
"The Amazing Johnathan Documentary",movie,Documentary,2019,tt9358084,6.5,1709,US
Skin,movie,"Drama, Short, Thriller",2018,tt7332306,7.1,5521,JP
"Trinity Seven The Movie 2: Heavens Library & Crimson Lord",movie,"Action, Animation, Comedy",2019,tt9826484,6.6,388,JP
Rosebud,movie,"Comedy, Drama, Romance",2019,tt10449248,6.3,180,JP
"Cheer Up, Mr. Lee",movie,"Comedy, Drama, Family",2019,tt10925770,7,555,JP
"The Collini Case",movie,"Crime, Drama, Thriller",2019,tt8739752,7.3,13830,JP
Dafne,movie,Drama,2019,tt8452422,6.4,306,JP
Down,movie,"Drama, Fantasy, Horror",2019,tt9061402,6.4,3406,US
"Digimon Adventure: Last Evolution Kizuna",movie,"Action, Adventure, Animation",2020,tt9507234,7.5,2059,JP
"Freaks Out",movie,"Adventure, Drama, Fantasy",2021,tt7270808,6.9,7558,JP
"The Closet",movie,"Horror, Mystery",2020,tt11727052,5.7,2735,JP
"Another Child",movie,Drama,2019,tt8991322,6.7,466,JP
"Beasts Clawing at Straws",movie,"Crime, Drama, Thriller",2020,tt9747594,7,5802,JP
"Paradise Beach",movie,"Action, Crime, Drama",2019,tt7511008,4.6,2555,JP
"Sons of Denmark",movie,"Drama, Thriller",2019,tt9514970,6.4,1936,JP
"Zombie for Sale",movie,"Comedy, Horror, Sci-Fi",2019,tt9765144,6.6,2631,JP
"Mr. Zoo: The Missing VIP",movie,"Action, Comedy",2020,tt11566166,5.6,569,JP
"How to Build a Girl",movie,Comedy,2019,tt4193072,6,5231,JP
School-Live!,movie,"Comedy, Drama, Horror",2019,tt9038304,5.5,280,JP
"The Flowers of Evil",movie,"Drama, Romance, Thriller",2019,tt9554316,5.8,406,JP
"After-School Starlight",movie,"Comedy, Drama, Romance",2019,tt9849230,5,29,JP
"Love, Again",movie,"Comedy, Romance",2018,tt8562738,5.4,170,JP
"Ojosan shacho",movie,Music,1953,tt0408052,6.6,9,JP
"Ginza no koi no monogatari",movie,Drama,1962,tt2538828,5.9,16,JP
"Spooky Kitaro: Ghost Nighter",movie,"Animation, Family, Fantasy, Horror, Comedy",1997,,,,JP
"White Snake",movie,"Action, Adventure, Animation",2019,tt9288776,7,5601,JP
"Made in Abyss: Dawn of the Deep Soul",movie,"Adventure, Animation, Drama",2020,tt10068916,8,6026,JP
Kingmaker,movie,"Drama, History",2022,tt17491616,6.8,835,JP
"The Golden Holiday",movie,"Action, Comedy, Crime",2020,tt8123506,5.4,388,JP
"Turning Point",movie,Drama,1994,tt0110739,5.9,59,JP
"Kamen Rider Amazons: Reincarnation",movie,"Action, Fantasy, Horror",2018,tt11253210,7.5,27,JP
Vigilante,movie,Drama,2017,tt6609412,6.1,28,JP
"All Light, Everywhere",movie,Documentary,2021,tt13622074,6.8,907,US
Poms,movie,"Comedy, Drama, Sport",2019,tt5125894,6.1,7880,JP
Harpoon,movie,"Comedy, Horror, Thriller",2019,tt7831358,5.9,6336,JP
Anitomo,movie,"Comedy, Romance",2018,tt8648126,5.9,63,JP
"The Warden",movie,"Drama, History, Mystery",2019,tt8522820,7.3,7882,JP
"Kamen Rider Build New World: Kamen Rider Cross-Z",movie,"Action, Fantasy, Sci-Fi",2019,tt9724114,7.3,80,JP
"The Three Undelivered Letters",movie,"Drama, Mystery",1979,tt0204360,6,69,JP
"One Second",movie,"Comedy, Drama, History",2020,tt8959680,7.1,3011,JP
"The New King of Comedy",movie,"Comedy, Drama",2019,tt9368628,6.2,1941,JP
"Fyre Fraud",movie,Documentary,2019,tt7843600,6.8,6916,US
Integrity,movie,"Crime, Drama, Mystery",2019,tt9575160,5.5,607,JP
Vernost,movie,Drama,2019,tt10516086,5.7,3148,JP
Changeland,movie,"Comedy, Drama",2019,tt6612946,5.7,2888,US
"New Order",movie,"Crime, Drama, Sci-Fi",2020,tt12474056,6.5,10142,JP
"The Traitor",movie,"Biography, Crime, Drama",2019,tt7736478,7.1,13440,JP
"Secret Zoo",movie,Comedy,2020,tt11566164,6.1,1930,JP
"Saint Frances",movie,"Comedy, Drama",2019,tt9016016,7.1,5550,JP
Bait,movie,Drama,2019,tt9652782,7.1,5424,US
"Rent a Friend",movie,"Drama, Romance",2018,tt10505558,5.7,75,JP
"Lust In A Karaoke Box",movie,Romance,2018,tt10320120,5.5,8,JP
"Shichi henge tanuki-goten",movie,,1954,tt0440797,,,JP
"Melody of Rebellion",movie,"Action, Crime",1970,tt0065813,5.6,25,JP
"And Your Bird Can Sing",movie,Drama,2018,tt6515458,6.7,828,JP
"Show Me the Picture: The Story of Jim Marshall",movie,"Biography, Documentary, History",2019,tt9617772,7.3,211,US
"Chotto Mate Yakyubu!",movie,Drama,2018,,,,JP
"Red Snow",movie,"Crime, Mystery",2019,tt10537484,5.3,82,JP
"My Retirement, My Life",movie,"Drama, Romance",2018,tt9490990,5.5,29,JP
"Missions of Love",movie,"Comedy, Drama, Romance",2018,tt8545394,5.5,154,JP
"Until I Meet September's Love",movie,"Fantasy, Romance",2019,tt9303120,5.9,275,JP
"Jade Dynasty",movie,"Action, Fantasy, Romance",2019,tt9680630,5.7,3053,JP
"Silk Road",movie,"Crime, Drama, Thriller",2021,tt7937254,6,6936,JP
"Crazy Romance",movie,"Comedy, Drama, Romance",2019,tt11041006,6.2,986,JP
Stardust,movie,"Biography, Drama, Music",2020,tt9694312,4.4,2344,JP
"Parallel World Love Story",movie,"Drama, Mystery, Romance",2019,tt9251748,5.5,259,JP
"Mentai Piriri",movie,"Family, Comedy",2019,,,,JP
"Another Round",movie,Drama,2020,tt10288566,7.7,203959,JP
"Almost a Miracle",movie,"Comedy, Drama, Romance",2019,tt9647776,6.5,222,JP
Treehouse,movie,"Drama, Fantasy, Horror",2019,tt9075656,4.9,2567,US
Ashfall,movie,"Action, Adventure, Sci-Fi",2019,tt11285908,6.2,6353,JP
"The Book of Fish",movie,Drama,2021,tt14371900,7.5,924,JP
Peninsula,movie,"Action, Horror, Thriller",2020,tt8850222,5.5,39374,JP
"Deliver Us from Evil",movie,"Action, Crime, Thriller",2020,tt12763920,6.8,6632,JP
"The Gangster, the Cop, the Devil",movie,"Action, Crime, Thriller",2019,tt10208198,7,26123,JP
Start-Up,movie,"Action, Comedy, Drama",2019,tt11454170,6.5,1411,JP
Metamorphosis,movie,"Horror, Thriller",2019,tt10800758,5.9,1794,JP
"The Misfits",movie,"Action, Adventure, Comedy",2021,tt4876134,4.5,14147,JP
Nomadland,movie,Drama,2020,tt9770150,7.3,188433,US
"Kamen Rider Build New World: Kamen Rider Grease",movie,"Action, Fantasy, Sci-Fi",2019,tt11234300,7.4,62,JP
"Family of Strangers",movie,"Crime, Drama",2019,tt9721798,6.3,285,JP
"Uta no Prince Sama Maji Love Kingdom, The Movie",movie,"Animation, Musical, Romance",2019,tt10472748,6.8,54,JP
Musashi,movie,"Action, History",2019,tt8277110,6.4,57,JP
"Martin Eden",movie,"Drama, Romance",2019,tt4516162,7,7943,JP
Deerskin,movie,"Comedy, Horror",2019,tt8193790,6.6,12149,JP
"The Best Years of a Life",movie,Drama,2019,tt9075612,6.7,1468,JP
"The Girl with a Bracelet",movie,"Crime, Drama",2019,tt7766886,6.6,2474,JP
"The Cordillera of Dreams",movie,Documentary,2019,tt9567718,7.2,954,JP
Sadako,movie,Horror,2019,tt9764556,4.3,1165,JP
"Raison D'etre: Documentary of AKB48",movie,"Documentary, Music",2016,tt4305968,6,10,JP
"Law of Tehran",movie,"Action, Crime, Drama",2019,tt9817070,7.8,19369,JP
"A Girl Missing",movie,"Drama, Mystery",2019,tt9778738,6.5,1171,JP
"0.0 Mhz",movie,Horror,2019,tt10341248,4.9,1236,JP
"Road Kill",movie,"Crime, Horror, Mystery",2019,tt10396028,5.8,154,JP
"Children of the Sea",movie,"Adventure, Animation, Fantasy",2019,tt9850064,6.5,3885,JP
"General Commander",movie,"Action, Crime, Thriller",2019,tt7043534,3.1,2038,JP
"After Yang",movie,"Drama, Sci-Fi",2021,tt8633464,6.6,24036,JP
"Morning Moon Wa Sozatsu Ni",movie,Drama,1981,tt5185772,,,JP
"Satsujinki o kau onna",movie,Horror,2019,tt9844358,4.9,338,JP
"Kim Ji-young: Born 1982",movie,Drama,2019,tt11052808,7.3,4460,JP
Music,movie,"Drama, Musical, Thriller",2021,tt7541720,3.2,9297,JP
Swallow,movie,"Drama, Thriller",2019,tt8372298,6.5,29559,JP
Bang!,movie,Comedy,1991,tt0192984,7.5,61,JP
"Koyoi horoyoi kibun de",movie,Comedy,2017,tt7003036,,,JP
Bliss,movie,"Drama, Horror, Mystery",2019,tt9026524,5.9,5916,JP
"After Midnight",movie,"Drama, Horror, Romance",2019,tt8358220,5.4,4965,US
"The Fairy Princess & the Unicorn",movie,"Adventure, Animation, Family",2019,tt7063304,4.7,312,US
"Soreike! Anpanman: Ringo Bôya to Minna no Negai",movie,"Animation, Family",2014,tt3923472,6.5,9,JP
"Palm Springs",movie,"Comedy, Fantasy, Mystery",2020,tt9484998,7.4,191825,"JP, US"
"Ultraman R/B: Select! The Crystal of Bond",movie,"Action, Sci-Fi",2019,tt9890758,6.6,122,JP
"Lupin the Third: Fujiko Mine's Lie",movie,"Adventure, Animation, Crime",2019,tt9900060,6.9,537,JP
"My Father, the Bride",movie,"Comedy, Drama, Family",2019,tt10245616,6.1,42,JP
"The Prisoner of Sakura",movie,"Drama, History, Romance",2019,tt9800096,6.4,38,JP
"Wakakusa monogatari",movie,Drama,1964,tt2937962,6.1,12,JP
"Ultraman Ginga: Theater Special Ultra Monster Hero Battle Royal!",movie,Action,2014,tt3473596,6.5,23,JP
"Iwane: Sword of Serenity",movie,Drama,2019,tt9368006,6.4,126,JP
"Chernobyl: Abyss",movie,"Drama, History",2021,tt10648714,5.2,10789,JP
"Phantom Limb",movie,"Drama, Mystery, Romance",2014,tt3409872,,,JP
Kataribe,movie,Horror,2014,tt3919394,6.7,15,JP
"Ultraman: Great Monster Decisive Battle",movie,"Action, Adventure, Science Fiction",1979,,,,JP
"Jiu Jitsu",movie,"Action, Sci-Fi, Thriller",2020,tt9624766,2.9,10708,JP
"Anpanman: Shine! Kurun & The Star of Life",movie,"Adventure, Animation, Family",2018,tt10443580,6,9,JP
"My First Client",movie,"Crime, Drama",2019,tt10308634,7.4,1414,JP
"False Positive",movie,"Horror, Mystery, Thriller",2021,tt10096842,4.6,7694,US
"Fairy Tail the Movie: Phoenix Priestess - The First Morning",movie,"Adventure, Animation, Comedy",2013,tt16606636,6.5,12,JP
"My Hero Academia: Heroes Rising",movie,"Action, Adventure, Animation",2019,tt11107074,7.8,10502,JP
"Out & Out",movie,"Crime, Drama",2018,tt9499932,4.2,9,JP
"Bloody Chainsaw Girl Returns: Revenge of Nero",movie,"Action, Horror",2019,tt9064968,5.1,44,JP
Jam,movie,"Crime, Drama, Music",2018,tt9238590,6.8,146,JP
"Up to You",movie,Romance,2018,tt10125986,3.7,278,JP
"Be My Master",movie,Drama,2018,,,,JP
Papicha,movie,Drama,2019,tt9522080,7.1,3776,JP
"The Street of Desire",movie,Drama,1984,tt0326978,5.6,21,JP
Mosul,movie,"Documentary, War",2019,tt8354112,7.5,7451,JP
Darbar,movie,"Action, Crime, Thriller",2020,tt9635540,5.9,7696,JP
"Baaghi 3",movie,"Action, Adventure, Thriller",2020,tt8366590,2.2,14188,JP
Mother,movie,"Drama, Thriller",2019,tt9234450,6.6,2502,JP
"Strawberry Song",movie,"Romance, Drama",2019,,,,JP
"One Night",movie,"Drama, Family",2019,tt10101846,6.5,468,JP
"Rose and Tulip",movie,Romance,2019,tt10116478,7.6,104,JP
"Barb and Star Go to Vista Del Mar",movie,"Comedy, Fantasy",2021,tt3797512,6.3,20715,US
"Seishun kakeochi-hen",movie,"Romance, Comedy",1987,tt0330868,6.3,8,JP
"Nangoku Tosa o ato ni shite",movie,"Action, Crime",1959,tt3228200,6.3,14,JP
"Shounentachi Movie",movie,"Drama, Music",2019,,,,JP
Chhichhore,movie,"Comedy, Drama, Romance",2019,tt9052870,8.3,66073,JP
"Tarô no baka",movie,"Adventure, Drama",2019,tt9816178,4.6,43,JP
"Nightmare Alley",movie,"Crime, Drama, Thriller",2021,tt7740496,7,169567,US
"Koibitotachino jikoku",movie,Drama,1987,tt0134767,6.4,23,JP
"Hito goroshi",movie,Crime,1976,tt0378050,6.3,60,JP
"Changing the Game",movie,"Documentary, Drama, Sport",2019,tt10011320,6.4,296,US
Finnick,movie,"Adventure, Animation, Family",2022,tt15547806,5.7,522,US
Voyagers,movie,"Adventure, Mystery, Sci-Fi",2021,tt9664108,5.5,28004,JP
"A Life Turned Upside Down: My Dad's an Alcoholic",movie,Drama,2019,tt10514450,6.2,27,JP
"Gozen: The Sword of Pure Romance",movie,"Action, Drama",2019,tt13666398,4.2,6,JP
"Dear My Love",movie,Drama,2009,tt1382586,6,32,JP
"Perhaps Love",movie,"Comedy, Romance",2021,tt15587126,6.1,190,JP
"Hot Blooded",movie,"Action, Crime, Drama",2022,tt18250780,5.9,406,JP
"Okay Madam",movie,"Action, Comedy",2020,tt12572792,6.7,1808,JP
"Library with Angels",movie,Drama,2017,tt5858634,5.1,12,JP
"All That We Destroy",movie,"Drama, Fantasy, Horror",2019,tt8758214,6,2242,US
"They Come Knocking",movie,"Drama, Fantasy, Horror",2019,tt9308456,5.8,2511,US
"Eiga Motto! Ojamajo Doremi Kaeru Ishi no Himitsu",movie,"Animation, Short",2001,tt8302780,7.6,15,JP
"Five Million Dollar Life",movie,Mystery,2019,tt10015418,6.6,41,JP
"Mermaid in Paris",movie,"Comedy, Fantasy, Romance",2020,tt9209312,5.7,1058,JP
"The 7-Day Report",movie,Drama,2013,tt2866172,,,JP
"Night of the Undead",movie,"Comedy, Horror, Sci-Fi",2020,tt13236180,5.4,336,JP
"Culture Shock",movie,"Drama, Fantasy, Horror",2019,tt9308458,5.8,1816,US
"Bloody Chainsaw Girl Returns: Giko Awakens",movie,"Action, Horror",2019,tt9459742,5.4,39,JP
"Red Blade",movie,Action,2018,tt9407706,5.5,54,JP
"I Care a Lot",movie,"Comedy, Crime, Drama",2020,tt9893250,6.4,150281,JP
"Iron Girl: Final Wars",movie,"Action, Sci-Fi",2019,tt11423700,3.9,83,JP
Becky,movie,"Action, Crime, Drama",2020,tt10314450,6,26037,JP
"Grisaia: Phantom Trigger",movie,"Action, Animation, Drama",2019,tt9730868,6.2,116,JP
"She Is Alone",movie,,2018,,,,JP
"Peeping Life: WE ARE THE HERO",movie,Animation,2014,tt7936040,,,JP
Inheritance,movie,"Drama, Mystery, Thriller",2020,tt7923220,5.6,21162,JP
Intruder,movie,"Mystery, Thriller",2020,tt12491064,6.1,2284,JP
Spiritwalker,movie,"Action, Fantasy, Mystery",2020,tt15108954,6.2,2188,JP
Recalled,movie,"Drama, Mystery, Thriller",2021,tt14527836,6.7,5507,JP
"Warning: Do Not Play",movie,"Horror, Mystery",2019,tt10801398,5.3,1303,JP
"Chambara: The Art of Japanese Swordplay",movie,Documentary,2015,tt5125864,6.9,8,JP
Spiral,movie,"Horror, Mystery, Thriller",2021,tt10342730,5.2,71268,"JP, US"
"Science Fell in Love, So I Tried to Prove It",movie,"Comedy, Romance, Sci-Fi",2019,tt9126050,3.5,39,JP
"Stars at Noon",movie,"Drama, Romance, Thriller",2022,tt10354106,5.5,4069,US
"Dream Horse",movie,"Biography, Comedy, Drama",2020,tt9883996,6.9,7214,JP
"Sant Martí",movie,"Horror, Thriller",2018,tt5514604,3.8,148,JP
"Hashire! T-kô Basket bu",movie,"Drama, Sport",2018,tt7329058,5.8,43,JP
"Gegege no Kitarô",movie,"Animation, Short",1985,tt9233842,6.3,9,JP
"The Hating Game",movie,"Comedy, Romance",2021,tt8718158,6.2,29167,"JP, US"
Rin,movie,"Drama, Mystery",2019,tt9652990,6.4,24,JP
"Kamen Rider Zi-O: Over Quartzer",movie,"Action, Adventure, Comedy",2019,tt10437378,7.5,102,JP
"School Spirit",movie,"Drama, Fantasy, Horror",2019,tt9308460,5.8,1775,US
"Soreike! Anpanman: Soratobu ehon to garasu no kutsu",movie,"Animation, Family",1996,tt30458623,,,JP
Deus,movie,"Adventure, Mystery, Sci-Fi",2022,tt8980128,4.4,2330,JP
"0093: Joôheika no Kusakari Masao",movie,Comedy,2007,tt1060233,4.7,16,JP
Vanguard,movie,"Action, Adventure, Comedy",2020,tt9695722,4.7,6878,JP
"Kishiryu Sentai Ryusoulger: Time Slip! Dinosaur Panic!!",movie,"Action, Adventure, Fantasy",2019,tt10379466,6.4,20,JP
"Hoshi ni Negaiwo",movie,Horror,2019,tt13866758,,,JP
Slaxx,movie,"Comedy, Horror",2020,tt9741310,5.4,4387,JP
"Honest Candidate",movie,Comedy,2020,tt11812338,6.2,726,JP
"The Great War of Archimedes",movie,"Action, Drama, Mystery",2019,tt8708802,6.6,1260,JP
"The Wretched",movie,"Horror, Mystery, Thriller",2019,tt8305806,5.8,20273,JP
"To Catch a Killer",movie,"Action, Crime, Drama",2023,tt10275534,6.6,44618,US
Hydra,movie,"Action, Crime, Drama",2019,tt10428440,6,306,JP
"Miss Osaka",movie,Drama,2021,tt9437152,5.6,241,JP
"Fun on the Run",movie,Comedy,1970,,,,JP
"Voice of Silence",movie,"Crime, Drama",2020,tt10431572,6.5,1927,JP
"Held for Ransom",movie,"Biography, Drama, Thriller",2019,tt9179230,7.6,4960,JP
"Escape from Mogadishu",movie,"Action, Drama, Thriller",2021,tt14810692,7,7637,JP
"7 Days War",movie,"Action, Animation, Comedy",2019,tt11469408,6.1,669,JP
Tove,movie,"Biography, Drama",2020,tt11007444,6.8,3966,JP
"Samurai Shifters",movie,"Comedy, History",2019,tt9752544,6.2,299,JP
Blackfox,movie,"Action, Adventure, Animation",2019,tt8816016,6,438,JP
"Sonic the Hedgehog 2",movie,"Action, Adventure, Comedy",2022,tt12412888,6.5,93042,US
"Butt Detective The Movie: Shiriarty + The Dream Jumbo Sweet Potato Cakefestival",movie,"Animation, Comedy, Family",2022,tt21959164,,,JP
"Oshiri Tantei: Sufuure-tou no Himitsu",movie,Animation,2021,,,,JP
"Petite Maman",movie,"Drama, Fantasy",2021,tt13204490,7.4,18684,JP
"Dragon Ball Super: Super Hero",movie,"Action, Adventure, Animation",2022,tt14614892,7.1,16061,JP
Mayday,movie,"Drama, Fantasy, Mystery",2021,tt11271800,4.4,2071,US
"Fire Island",movie,"Comedy, Romance",2022,tt15218000,6.7,14320,US
"The Animal Kingdom",movie,"Adventure, Drama, Horror",2023,tt16606592,6.7,9387,US
Charisma,movie,Action,1996,tt6528136,,,JP
"Sympathy for the Devil",movie,"Action, Thriller",2023,tt21991654,5.5,11236,US
"The Policeman's Lineage",movie,"Action, Crime, Drama",2022,tt16676718,6.1,978,JP
"He Won't Kill, She Won't Die",movie,"Drama, Romance",2019,tt9554846,6.3,151,JP
Smile,movie,"Horror, Mystery, Thriller",2022,tt15474916,6.5,195192,US
Bruiser,movie,Drama,2022,tt21833464,6.2,888,US
Deception,movie,Drama,2021,tt13613056,5.6,1853,JP
Stare,movie,"Horror, Mystery",2019,tt10240720,4.9,118,JP
"A Writer's Odyssey",movie,"Action, Adventure, Fantasy",2021,tt9685342,6.2,4468,JP
"The Courier",movie,"Action, Crime, Drama",2019,tt8075016,4.8,11869,JP
"The Master of Funerals",movie,Drama,2019,tt10530020,5.8,16,JP
"Threads - Our Tapestry of Love",movie,Romance,2020,tt10467054,6.5,638,JP
"Stolen Identity 2",movie,"Drama, Mystery, Thriller",2020,tt10127410,4.5,190,JP
"Fantastic Fungi",movie,Documentary,2019,tt8258074,7.4,11964,JP
"My People, My Country",movie,"Drama, History",2019,tt10147382,6.3,2322,JP
"BanG Dream! FILM LIVE",movie,"Animation, Comedy, Music",2019,tt11056458,7.3,59,JP
"30 jours max",movie,"Action, Comedy, Crime",2020,tt11206302,5.4,2071,JP
"Saraba natsuno hikariyo",movie,"Drama, Romance",1976,tt0318661,6.7,17,JP
"Lavell Crawford: New Look, Same Funny!",movie,Comedy,2019,tt9664168,6.5,71,US
"The Rescue",movie,"Action, Comedy, Drama",2020,tt9283920,6,1064,JP
Detention,movie,"Drama, Horror, Mystery",2019,tt10805432,6.6,3981,JP
"Lupin III: The First",movie,"Action, Adventure, Animation",2019,tt10621032,6.9,3904,JP
"Her Blue Sky",movie,"Animation, Drama, Family",2019,tt10981202,6.8,1715,JP
"Tora-san, Welcome Back!",movie,"Comedy, Drama",2019,tt10628692,6.7,306,JP
"Let's Go! Anpanman: Sparkle! Princess Vanilla of the Land of Ice Cream",movie,"Adventure, Animation, Family",2019,tt10621364,5.6,7,JP
"Labyrinth of Cinema",movie,"Drama, History, Romance",2019,tt10657812,6.7,944,JP
Pure,movie,"Drama, Fantasy, Horror",2019,tt9308464,5.9,2022,US
"The Kids' Diner (2019)",movie,"Drama, Family",2019,tt8366282,7.5,45,JP
"Faith Based",movie,Comedy,2020,tt10260692,5.2,1414,JP
"Kaguya-sama: Love Is War",movie,"Comedy, Drama, Romance",2019,tt9816396,5.6,486,JP
Woman,movie,"Comedy, Drama, Short",2019,tt19297310,,,US
"That Disappearance",movie,Crime,2019,tt15554890,,,JP
"The Last Duel",movie,"Action, Drama, History",2021,tt4244994,7.3,188930,US
"Ii yu dana zenin shûgô!!",movie,Comedy,1969,tt0367876,6.2,7,JP
"Miyo-chan no tame nara zen'in shûgô!!",movie,"Comedy, Musical",1969,tt1742659,5,8,JP
Pipeline,movie,"Action, Crime",2021,tt14716932,6.1,1004,JP
"Sailor Moon Eternal",movie,"Action, Adventure, Animation",2021,tt10635042,7,1739,JP
"Prison 13",movie,Thriller,2019,tt10669884,5.1,22,JP
"The Promised Land",movie,"Crime, Drama",2019,tt10261338,6,274,JP
"AI Amok",movie,"Sci-Fi, Thriller",2020,tt10579380,5.3,210,JP
"The Witness",movie,"Crime, Thriller",2019,tt10240688,6.4,444,JP
"The Platform",movie,"Horror, Mystery, Sci-Fi",2019,tt8228288,7,296108,JP
Schoolgirls,movie,Drama,2020,tt10434142,6.4,2791,JP
"The First Supper",movie,"Drama, Family",2019,tt10633612,6.4,108,JP
"The Roundup",movie,"Action, Adventure, Crime",2022,tt15838850,7,12615,JP
"Deep Water",movie,"Crime, Drama, Mystery",2022,tt2180339,5.5,61225,US
Jexi,movie,"Comedy, Romance, Sci-Fi",2019,tt9354944,6.1,32133,JP
"Jim Gaffigan: Quality Time",movie,Comedy,2019,tt9657544,7.6,1487,US
Zutaboro,movie,Comedy,2015,tt4146336,,,JP
"Next Goal Wins",movie,"Comedy, Drama, Sport",2023,tt10767052,6.5,27137,US
"The Vigil",movie,"Horror, Mystery, Thriller",2019,tt10793644,5.8,10256,JP
"The Cave",movie,"Documentary, War",2019,tt7178226,7.5,2983,US
"The Antenna",movie,"Horror, Thriller",2019,tt8997180,5.2,489,JP
"Two of Us",movie,"Drama, Romance",2019,tt9845110,7.2,3965,"JP, US"
"The Capote Tapes",movie,"Biography, Documentary",2019,tt10826972,7,690,"JP, US"
"Spooky Kitaro: The Great Yokai War",movie,"Animation, Fantasy, Horror, Family",1986,,,,JP
"Chacha: The Princess of Heaven",movie,"Drama, History",2007,tt1418652,6.4,18,JP
Sinkhole,movie,"Action, Comedy, Drama",2021,tt12664618,6.2,2886,JP
"The Burning Sea",movie,"Action, Drama, Thriller",2021,tt12753120,6.3,7863,US
"Goodbye Mother",movie,"Comedy, Drama, Romance",2019,tt10641972,7.3,1138,JP
"Rising Wolf",movie,"Fantasy, Mystery, Sci-Fi",2021,tt10370042,3.6,966,US
"Creation Stories",movie,"Biography, Drama, Music",2021,tt5693182,6.1,1586,JP
"Big Gold Brick",movie,"Comedy, Fantasy",2022,tt10308878,3.4,1524,US
"The Nightcrawlers",movie,Short,2019,tt10938576,7.1,126,US
